id,first_name,gender,age,expected_years_left,total years,criminal,IQ,health,job,skill,race,university,country,drug_use,smoking,relative_bais,psychopath,no_of_dependant,no_of_pet,killer,contribution_to_humanity
633,Edyth,Female,39,63,102,0.0,108,1,,Cell,Mexican,University of East Anglia,United Kingdom,0,0,0,0,3.0,3.0,0,0
634,Florella,Female,31,0,31,0.0,105,1,Civil Engineer,,Alaska Native,,,0,Yearly,0,0,12.0,8.0,0,0
635,Fitzgerald,Male,41,28,69,0.0,97,0,VP Accounting,PL/SQL,Navajo,Ecole Supérieure de Commerce de Paris,France,0,0,0,0,0.0,7.0,0,0
636,Kienan,Male,28,27,55,0.0,93,0,Product Engineer,,Malaysian,,,0,Often,0,0,0.0,0.0,0,0
637,Lynett,Female,34,30,64,0.0,99,0,Developer I,Easily Adaptable,Comanche,Southwest Agricultural University,China,0,0,0,1,3.0,0.0,0,0
638,Brigid,Female,34,35,69,0.0,84,1,Marketing Assistant,CSG,Venezuelan,Benson Idahosa University,Nigeria,Yearly,0,0,0,4.0,1.0,0,0
639,Raine,Female,37,36,73,0.0,92,0,VP Sales,Corel Draw,Osage,Shanghai City College,China,0,Yearly,0,0,0.0,0.0,0,0
640,Lloyd,Male,33,22,55,0.0,96,0,VP Quality Control,Workforce Planning,Chilean,Damascus University,Syria,Often,Yearly,0,0,3.0,12.0,0,0
641,Sibylla,Female,39,43,82,0.0,109,0,Programmer Analyst III,Avaya Communication Manager,Chamorro,Universitas Gunadarma,Indonesia,Seldom,0,0,1,2.0,0.0,0,0
642,Torre,Male,18,32,50,0.0,95,0,,Jury Trials,American Indian,Universitas Trilogi,Indonesia,0,0,0,0,3.0,0.0,0,0
643,Stace,Female,42,25,67,1.0,104,1,Nuclear Power Engineer,Snacks,Lumbee,Manuel L. Quezon University,Philippines,Once,Daily,0,0,5.0,4.0,0,0
644,Wang,Male,26,34,60,0.0,100,0,Environmental Specialist,VB5,Thai,Universidade Federal de Rondônia,Brazil,0,Weekly,0,0,1.0,0.0,0,0
645,Aimil,Female,30,23,53,0.0,109,0,Systems Administrator I,Nursing Care,Vietnamese,Universitas Indonesia,Indonesia,0,Seldom,0,0,0.0,9.0,0,0
646,Price,Male,27,49,76,0.0,127,1,Web Developer IV,Odeon,Uruguayan,University of International Business and Economics,Marshall Islands,Yearly,0,0,0,10.0,5.0,0,0
647,Norbie,Male,26,21,47,0.0,114,0,Food Chemist,Joint Military Operations,Panamanian,International Tourism Institute,Malta,Never,0,0,0,0.0,0.0,0,0
648,Tonnie,Male,23,34,57,0.0,92,1,Occupational Therapist,Warranty,Cuban,Institut Sains & Teknologi Akprind,Indonesia,Never,Monthly,0,0,0.0,5.0,0,0
649,Chariot,Male,21,22,43,0.0,92,0,Analog Circuit Design manager,ICT Consultancy,Cheyenne,Kyrgyz Russian Slavic University,Kyrgyzstan,0,0,0,0,6.0,2.0,0,0
650,Shellie,Female,40,12,52,0.0,102,1,Speech Pathologist,Kronos,Malaysian,University of Pula,Croatia,0,0,0,0,13.0,6.0,0,0
651,Constancia,Female,29,50,79,0.0,102,1,Staff Accountant I,Grant Writing,Uruguayan,Tampere University of Technology,Finland,Seldom,0,0,0,0.0,1.0,0,0
652,Jolie,Female,21,38,59,0.0,111,0,Health Coach III,,Guamanian,,,0,0,0,0,0.0,2.0,0,0
653,Linc,Male,41,39,80,1.0,92,1,Sales Associate,,Pakistani,,,0,0,0,0,3.0,7.0,0,0
654,Rodger,Male,31,29,60,0.0,94,1,Pharmacist,,Dominican (Dominican Republic),,,Seldom,Never,0,0,1.0,2.0,0,0
655,Jaymie,Male,29,29,58,0.0,113,0,Research Associate,Mental Health,Central American,University of the Philippines Open University,Philippines,0,Seldom,0,0,0.0,0.0,0,0
656,Vanya,Female,27,42,69,0.0,93,0,Actuary,IT Law,Hmong,Universitas Muhammadiyah Jember,Indonesia,0,Often,0,0,0.0,0.0,0,0
657,Red,Male,38,49,87,0.0,106,1,Geologist II,Leave of Absence,Yakama,China Academy of Art,China,0,0,0,0,6.0,0.0,0,0
658,Phebe,Female,30,25,55,0.0,95,1,Statistician I,,Tongan,,,Often,Seldom,0,0,0.0,3.0,0,0
659,Kiley,Male,27,26,53,0.0,109,1,Nuclear Power Engineer,TD-SCDMA,American Indian,University of Maryland Eastern Shore,United States,Never,Often,0,0,7.0,11.0,0,0
660,Marie,Female,37,20,57,0.0,98,0,Administrative Officer,,Chilean,,,0,0,0,0,0.0,1.0,0,0
661,Meridel,Female,24,47,71,0.0,103,1,Environmental Specialist,Fine Art,Peruvian,Tishreen University,Syria,Often,Often,0,0,0.0,0.0,0,0
662,Brander,Male,22,23,45,0.0,108,1,Help Desk Operator,,Vietnamese,,,Weekly,0,0,0,3.0,0.0,0,0
663,Archibaldo,Male,29,14,43,0.0,117,1,Automation Specialist II,RPT,Seminole,Xi'an Highway University,China,0,0,0,0,1.0,3.0,0,0
664,Cyril,Male,24,3,27,1.0,108,0,Cost Accountant,Microsoft Word,Alaska Native,Technological University (Meikhtila),Myanmar,Never,Often,0,0,8.0,0.0,0,0
665,Debby,Female,38,24,62,0.0,107,0,Junior Executive,Steam Turbines,Micronesian,University of the Philippines Visayas,Philippines,0,Seldom,0,1,1.0,0.0,0,0
666,Fallon,Female,26,23,49,0.0,109,1,Environmental Specialist,,Navajo,,,0,Yearly,0,0,0.0,0.0,0,0
667,Filmer,Male,41,49,90,0.0,106,1,Food Chemist,,Menominee,,,0,Never,0,0,6.0,0.0,1,0
668,Raimundo,Male,40,32,72,0.0,70,1,Health Coach I,NCIDQ,Pueblo,Institute of Commerce and Business,Mongolia,0,0,0,0,0.0,1.0,0,0
669,Robb,Male,31,11,42,0.0,107,1,Nuclear Power Engineer,PFlow,Chickasaw,Universidad San Juan de la Cruz,Costa Rica,0,Often,0,0,2.0,0.0,0,0
670,Galven,Male,36,58,94,0.0,80,1,Financial Analyst,,Nicaraguan,,,0,0,0,1,0.0,8.0,0,0
671,Cart,Male,31,21,52,0.0,91,0,Accountant III,,Seminole,,,0,Daily,0,0,0.0,0.0,0,0
672,Roderich,Male,40,42,82,1.0,91,0,Accounting Assistant IV,Hyper-V,Pueblo,Université du Maine,France,Never,Often,0,0,6.0,2.0,0,0
673,Lew,Male,40,19,59,0.0,112,1,Junior Executive,NCDA,Delaware,Universitas Trilogi,Indonesia,Never,0,0,0,5.0,0.0,0,0
674,Jennee,Female,31,47,78,0.0,110,0,Quality Control Specialist,Educational Outreach,Nicaraguan,Slobomir P Univerzitet,Bosnia and Herzegovina,0,0,0,0,1.0,2.0,0,0
675,Elwin,Male,37,16,53,1.0,115,1,Sales Representative,Hair Care,Asian Indian,Chengdu University of Technology,China,0,Seldom,0,0,4.0,0.0,0,0
676,Karen,Female,46,28,74,0.0,112,1,Paralegal,High Availability Clustering,Argentinian,Universidad Privada Franz Tamayo (UNIFRANZ),Bolivia,0,0,0,0,5.0,0.0,0,0
677,Gael,Female,21,11,32,0.0,124,1,Physical Therapy Assistant,VLSI CAD,Bolivian,Colegio de San Juan de Letran,Philippines,0,Seldom,0,0,3.0,0.0,0,0
678,Evanne,Female,25,61,86,0.0,94,0,Product Engineer,Wide Format Printing,Creek,Universidade Metodista de Piracicaba,Brazil,0,0,0,0,7.0,0.0,0,0
679,Gib,Male,24,22,46,0.0,86,1,Legal Assistant,Estimates,Costa Rican,Asia Pacific Institute of Information Technology (APIIT),Malaysia,Yearly,Never,0,0,0.0,9.0,0,0
680,Kristopher,Male,23,5,28,0.0,108,0,,CNAS,Blackfeet,Zimbabwe Ezekiel Guti University,Zimbabwe,0,0,0,0,3.0,0.0,0,0
681,Cleavland,Male,27,19,46,0.0,107,0,Assistant Media Planner,Oligonucleotides,Nicaraguan,Ekiti State University,Nigeria,0,Weekly,0,0,6.0,0.0,0,0
682,Justine,Female,27,11,38,0.0,104,1,Geological Engineer,,Taiwanese,,,0,Never,0,0,4.0,0.0,0,0
683,Maritsa,Female,31,29,60,0.0,97,0,Tax Accountant,CSI,American Indian and Alaska Native (AIAN),Blekinge Institute of Technology,Sweden,0,0,0,0,1.0,1.0,0,0
684,Jeddy,Male,45,38,83,1.0,116,1,Quality Engineer,RLM,Korean,China Agriculture University East,China,0,0,0,0,0.0,1.0,0,0
685,Gustave,Male,33,37,70,0.0,88,0,Chief Design Engineer,Food Industry,Central American,Phranakhon Si Ayutthaya Rajabhat University,Thailand,0,Monthly,0,0,5.0,4.0,0,0
686,Paula,Female,43,35,78,1.0,100,0,,RDP,American Indian and Alaska Native (AIAN),Université d'Antananarivo,Madagascar,0,Often,0,0,5.0,0.0,0,0
687,Bernie,Male,21,45,66,0.0,112,1,,Yahoo Search,Mexican,Institute of Commerce and Business,Mongolia,Once,Once,0,0,8.0,0.0,0,0
688,Debee,Female,33,26,59,0.0,98,1,Research Associate,,Comanche,,,Weekly,Never,0,1,6.0,7.0,0,0
689,Penn,Male,14,4,18,0.0,96,1,Pharmacist,IOS-XR,American Indian and Alaska Native (AIAN),Georgetown College,United States,0,Daily,0,0,3.0,11.0,0,0
690,Luella,Female,16,36,52,0.0,95,0,Environmental Specialist,,Argentinian,,,0,0,0,0,0.0,0.0,0,0
691,Sumner,Male,27,37,64,0.0,104,1,VP Sales,TGI,Tongan,Wuhan University of Technology,China,0,Often,0,0,1.0,7.0,0,0
692,Lyman,Male,26,40,66,0.0,107,0,Environmental Specialist,LTACH,Houma,Instituto Superior de Psicologia Aplicada,Portugal,0,Monthly,0,1,8.0,0.0,0,0
693,Perla,Female,23,21,44,0.0,109,0,GIS Technical Architect,,Potawatomi,,,0,0,0,0,3.0,5.0,0,0
694,Jacky,Male,28,31,59,0.0,93,0,VP Quality Control,,Sioux,,,0,0,0,0,1.0,0.0,0,0
695,Sharron,Female,20,30,50,0.0,108,1,Quality Engineer,HF,Seminole,Peking University,China,0,Weekly,0,0,0.0,0.0,0,0
696,Elinore,Female,27,26,53,0.0,105,0,Staff Scientist,Uranium,Laotian,China Three Gorges University,China,0,Monthly,0,0,11.0,6.0,0,0
697,Bailie,Male,32,40,72,0.0,97,1,Paralegal,FCNSP,Malaysian,University of Mindanao,Philippines,0,Weekly,0,1,4.0,2.0,0,0
698,Trula,Female,34,47,81,0.0,96,0,Design Engineer,PMA,Colville,Universidad Privada Los Andes,Peru,0,0,0,0,1.0,0.0,0,0
699,Gloria,Female,39,48,87,0.0,105,1,Geologist IV,NCIE,Paiute,Universitas Sumatera Utara,Indonesia,0,0,0,0,0.0,10.0,0,0
700,Fawn,Female,24,21,45,0.0,95,1,Speech Pathologist,,Spaniard,,,0,Once,0,0,2.0,0.0,0,0
701,Iver,Male,44,36,80,0.0,88,0,,NCPDP,Chinese,Universitas 17 Agustus 1945 Cirebon,Indonesia,0,0,0,0,4.0,2.0,0,0
702,Hamlen,Male,15,31,46,0.0,97,1,Registered Nurse,,Aleut,,,Monthly,0,0,0,2.0,0.0,0,0
703,Caty,Female,43,39,82,1.0,106,0,Structural Analysis Engineer,,Taiwanese,,,0,Weekly,0,0,25.0,1.0,0,0
704,Sean,Male,47,17,64,1.0,107,1,Quality Control Specialist,,Delaware,,,Yearly,0,0,1,3.0,0.0,0,0
705,Harmonie,Female,24,29,53,0.0,96,0,Tax Accountant,SAP MM,Latin American Indian, Huaihua University,China,0,0,0,0,7.0,0.0,0,0
706,Audi,Female,36,20,56,0.0,101,1,Financial Analyst,CPIM,Yuman,University of the Humanities,Mongolia,Seldom,Monthly,0,0,14.0,3.0,0,0
707,Bern,Male,27,22,49,0.0,114,1,Environmental Tech,,Chickasaw,,,Monthly,0,0,0,18.0,0.0,0,0
708,Ernie,Male,28,5,33,1.0,97,1,Marketing Assistant,Pediatrics,Salvadoran,The American University in London,United Kingdom,0,0,0,0,2.0,0.0,0,0
709,Shalna,Female,37,33,70,0.0,95,1,Senior Editor,Boat,Chilean,"Institute of Teachers Education, Rajang",Malaysia,0,0,0,0,1.0,0.0,0,0
710,Lynnelle,Female,28,17,45,0.0,93,0,Environmental Tech,,Argentinian,,,0,Once,0,0,0.0,4.0,0,0
711,Gerrie,Female,36,19,55,1.0,87,0,Sales Associate,FFA,White,University of Nova Gorica,Slovenia,Often,0,0,0,0.0,7.0,0,0
712,Cristie,Female,40,25,65,0.0,111,1,Junior Executive,,Ecuadorian,,,0,Yearly,0,0,2.0,6.0,0,0
713,Kristoffer,Male,40,59,99,0.0,83,1,Programmer Analyst I,Justice,Guatemalan,Nankai University,China,0,0,0,0,1.0,0.0,0,0
714,Nonnah,Female,33,25,58,0.0,86,0,Design Engineer,NLS,Native Hawaiian,Universidad de Holguín,Cuba,0,0,0,1,0.0,5.0,0,0
715,Candra,Female,33,54,87,0.0,111,1,VP Accounting,Leadership Development,Paiute,Universitas Kristen Duta Wacana,Indonesia,Seldom,Weekly,0,1,7.0,0.0,0,0
716,Kirsten,Female,49,47,96,0.0,120,0,Chemical Engineer,RV,Comanche,Southwestern University,Philippines,0,0,0,0,6.0,6.0,0,0
717,Domenico,Male,34,20,54,0.0,81,1,Health Coach IV,,Laotian,,,0,Weekly,0,0,5.0,0.0,1,0
718,Hasheem,Male,20,18,38,0.0,112,1,Information Systems Manager,Asset Allocation,Puget Sound Salish,Universitas Pesantren Darul Ulum Jombang,Indonesia,0,0,0,0,2.0,0.0,0,0
719,Missie,Female,14,14,28,1.0,101,1,Editor,Beverage Industry,Lumbee,Stavropol State Technical University,Russia,0,0,0,0,0.0,3.0,0,0
720,Melantha,Female,32,30,62,0.0,88,1,Dental Hygienist,DITA XML,Ute,Wuhan University of Technology,China,0,0,0,0,0.0,0.0,0,0
721,Osmund,Male,28,27,55,0.0,96,0,Staff Accountant IV,Legal Assistance,Yuman,Gunma University,Japan,0,0,0,0,0.0,0.0,0,0
722,Fawnia,Female,26,37,63,0.0,117,0,Software Test Engineer I,DNA Sequencing,Bangladeshi,University of California System,United States,0,Often,0,0,0.0,0.0,0,0
723,Amery,Male,20,14,34,0.0,115,1,,Estate Jewelry,Comanche,Universitas Pakuan,Indonesia,0,0,0,0,0.0,10.0,0,0
724,Kenneth,Male,15,22,37,0.0,110,0,Librarian,,Costa Rican,,,0,0,0,0,1.0,0.0,0,0
725,Karel,Male,26,38,64,0.0,115,1,Occupational Therapist,,Osage,,,Daily,0,0,0,1.0,0.0,0,0
726,Langston,Male,27,38,65,1.0,125,1,Help Desk Operator,,South American,,,0,0,0,0,0.0,2.0,0,0
727,Brant,Male,39,19,58,0.0,91,1,Electrical Engineer,iFix,Spaniard,Universitas Semarang,Indonesia,Often,0,0,0,0.0,0.0,0,0
728,Zea,Female,25,47,72,0.0,91,0,Database Administrator III,DMP,Cherokee,Delijan Payame Noor University,Iran,0,0,0,1,0.0,0.0,0,0
729,Nikki,Female,30,25,55,0.0,98,1,Marketing Manager,Client Aquisition,American Indian and Alaska Native (AIAN),Universidad del Pacifico,Peru,0,Daily,0,0,4.0,0.0,0,0
730,Shell,Male,29,26,55,0.0,108,1,Health Coach II,NCSS,Menominee,University of Ostrava,Czech Republic,Monthly,0,0,0,6.0,10.0,0,0
731,Eve,Female,12,28,40,0.0,103,0,Electrical Engineer,Guerrilla Marketing,Cuban,Escuela de Administración de Negocios,Colombia,0,Never,0,0,3.0,2.0,0,0
732,Devland,Male,32,28,60,0.0,98,1,Statistician III,CMOS,Taiwanese,Jingdezhen China Institute,China,0,0,0,0,12.0,0.0,0,0
733,Umeko,Female,42,33,75,0.0,115,1,Quality Control Specialist,TCM,Seminole,Universidad Nacional de La Pampa,Argentina,0,Often,0,0,0.0,8.0,0,0
734,Moina,Female,36,16,52,0.0,114,1,Legal Assistant,,Colville,,,0,0,0,0,4.0,4.0,0,0
735,Nettie,Female,33,10,43,1.0,88,1,Developer I,HDTV,Eskimo,Agricultural University of Wroclaw,Poland,Seldom,Yearly,0,0,0.0,2.0,1,0
736,Rik,Male,27,24,51,0.0,119,1,Director of Sales,,Sri Lankan,,,0,0,0,0,7.0,4.0,0,0
737,Cathryn,Female,25,26,51,1.0,104,0,Electrical Engineer,CV,Korean,University of Lodz,Poland,0,0,0,0,0.0,7.0,0,0
738,Robena,Female,24,25,49,0.0,108,0,Dental Hygienist,RCCA,White,St. Petersburg State Chemical Pharmaceutical Academy,Russia,0,Seldom,0,0,8.0,11.0,0,0
739,Benedick,Male,33,1,34,1.0,100,0,Statistician IV,Value Stream Mapping,Tongan,Tianjin Academy of Fine Art,China,0,Yearly,0,0,5.0,2.0,0,0
740,Tildie,Female,35,45,80,1.0,104,0,Human Resources Manager,First Aid,Paraguayan,Université Abdou Moumouni de Niamey,Niger,0,0,0,0,7.0,15.0,0,0
741,Cheston,Male,39,13,52,0.0,119,1,Software Test Engineer I,FNMA,Puerto Rican,Universitas Muria Kudus,Indonesia,Yearly,Seldom,0,0,7.0,0.0,0,0
742,Joyce,Female,44,22,66,0.0,100,1,Marketing Manager,HFM,Native Hawaiian,Universitas Persada Indonesia Y.A.I,Indonesia,Seldom,Yearly,0,1,0.0,1.0,0,0
743,Ryon,Male,8,34,42,0.0,106,0,Occupational Therapist,Myriad,Choctaw,Escuela Superior Politécnica del Litoral,Ecuador,Monthly,0,0,0,0.0,4.0,0,0
744,Lucretia,Female,37,32,69,0.0,84,1,Marketing Manager,Vray,Ottawa,University of King's College,Canada,0,0,0,0,2.0,0.0,0,0
745,Janet,Female,37,23,60,0.0,112,1,Graphic Designer,ERISA,Uruguayan,Benguet State University,Philippines,Daily,Once,0,0,3.0,2.0,0,0
746,Gertrud,Female,32,7,39,1.0,114,1,Financial Advisor,QAC,Japanese,"Washington State University, Tri-Cities",United States,0,Never,0,0,0.0,3.0,0,0
747,Geoffrey,Male,27,30,57,1.0,124,0,Assistant Media Planner,BFSI,Cambodian,Chaopraya University ,Thailand,Once,0,0,0,2.0,1.0,0,0
748,Hilary,Male,38,14,52,0.0,95,1,General Manager,KNX,Chippewa,Cyprus College,Cyprus,0,0,0,0,0.0,0.0,0,0
749,Orran,Male,14,20,34,0.0,100,1,Research Associate,User Scenarios,Taiwanese,Xinghai Conservatory of Music,China,0,0,0,0,0.0,0.0,0,0
750,Jo-ann,Female,40,37,77,0.0,96,1,Professor,,Menominee,,,0,0,0,0,2.0,4.0,0,0
751,Jerrie,Female,46,17,63,0.0,93,0,Pharmacist,NYMEX,Nicaraguan,Nanjing Forestry University,China,Weekly,Monthly,0,0,11.0,0.0,0,0
752,Urban,Male,22,13,35,0.0,106,1,Clinical Specialist,Segregation of Duties,Ute,Université Nancy II,France,0,0,0,0,3.0,0.0,0,0
753,Tabb,Male,44,39,83,0.0,105,1,Occupational Therapist,,Laotian,,,0,0,0,0,2.0,0.0,0,0
754,Rickard,Male,36,52,88,0.0,101,0,Account Executive,QS9000,Menominee,University for Humanistics (UH),Netherlands,Once,0,0,0,4.0,1.0,0,0
755,Toby,Female,30,29,59,0.0,104,0,Operator,Vulnerability Management,Comanche,University of Southern Philippines Foundation,Philippines,0,0,0,0,12.0,12.0,0,0
756,Darrin,Male,28,4,32,0.0,102,1,Chief Design Engineer,ICEM CFD,Osage,Universidad del Valle del Cauca,Colombia,Weekly,0,0,0,2.0,11.0,0,0
757,Roze,Female,57,22,79,0.0,86,1,Assistant Media Planner,Omega,Argentinian,Universitas Lambung Mangkurat,Indonesia,Often,0,0,0,0.0,2.0,0,0
758,Ernesta,Female,12,29,41,0.0,97,1,,Rheumatoid Arthritis,Samoan,Mongolian State University of Arts and Culture,Mongolia,0,Daily,0,0,6.0,8.0,0,0
759,Seline,Female,34,36,70,1.0,109,1,Senior Developer,Vulnerability Scanning,Seminole,Free University Stockholm,Sweden,Seldom,0,0,0,2.0,0.0,0,0
760,Albertina,Female,33,26,59,0.0,82,0,,Anti Money Laundering,White,Southwest Agricultural University,China,0,0,0,1,7.0,2.0,0,0
761,Tait,Male,29,27,56,0.0,101,1,Human Resources Assistant II,DHCPv6,Seminole,Chiang Mai Rajabhat University,Thailand,0,0,0,0,1.0,7.0,0,0
762,Osbourn,Male,34,31,65,0.0,104,0,Chemical Engineer,,Chickasaw,,,0,Often,0,0,0.0,0.0,0,0
763,Colette,Female,16,8,24,0.0,93,0,,Nursing,Puget Sound Salish,Instituto Politécnico de Coimbra,Portugal,Never,Once,0,0,1.0,4.0,0,0
764,Gertruda,Female,31,32,63,1.0,115,0,Occupational Therapist,,Kiowa,,,0,0,0,0,11.0,0.0,0,0
765,Neel,Male,16,6,22,0.0,107,0,Mechanical Systems Engineer,DPF,Laotian,Wesley University of Science and Technology,Nigeria,0,0,0,1,4.0,7.0,0,0
766,Alexis,Male,35,52,87,0.0,104,1,Systems Administrator IV,,Argentinian,,,0,0,0,0,1.0,9.0,0,0
767,Laurens,Male,37,30,67,0.0,84,0,Structural Engineer,SNA,Cambodian,Universidade do Grande Rio,Brazil,0,Seldom,1,0,0.0,7.0,0,0
768,Sylas,Male,27,40,67,0.0,103,1,Marketing Manager,Vendor Relations,Alaskan Athabascan,Hankyong National University,South Korea,Never,0,0,1,3.0,1.0,0,0
769,Ethelind,Female,32,46,78,0.0,102,0,Chief Design Engineer,,Apache,,,0,0,0,1,2.0,14.0,0,0
770,Spense,Male,27,35,62,0.0,114,0,Mechanical Systems Engineer,LLBLGen,Kiowa,Syktyvkar State University,Russia,0,0,0,0,6.0,8.0,0,0
771,Corine,Female,36,50,86,0.0,109,1,,Klout,Aleut,Siberian Academy of Public Services,Russia,0,0,0,0,3.0,0.0,0,0
772,Naoma,Female,28,24,52,1.0,102,1,Associate Professor,MHP,Comanche,Christchurch Polytechnic Institute of Technology,New Zealand,Once,0,0,0,0.0,4.0,0,0
773,Winnie,Male,16,32,48,0.0,104,1,Programmer II,Eye Treatments,American Indian,Chittagong University of Engineering and Technology,Bangladesh,0,0,0,0,0.0,9.0,0,0
774,Maddie,Male,23,37,60,0.0,100,1,Software Test Engineer IV,IQ Navigator,Potawatomi,Örebro University,Sweden,Never,0,0,0,11.0,5.0,0,0
775,Inez,Female,21,32,53,0.0,94,1,Cost Accountant,DCL,Cherokee,Universidade Regional de Blumenau,Brazil,0,Monthly,0,0,2.0,0.0,0,0
776,Linell,Female,36,40,76,0.0,106,1,Food Chemist,Water Resources,Sri Lankan,"University of Gjirokstra ""Eqerem Cabej""",Albania,0,Never,0,0,10.0,11.0,0,0
777,Cherie,Female,26,39,65,0.0,90,0,Marketing Manager,Global Delivery,Samoan,Centro Universitário Adventista de São Paulo,Brazil,0,0,0,0,0.0,0.0,0,0
778,Haleigh,Male,26,23,49,1.0,103,1,Structural Analysis Engineer,VHF,Micronesian,University of the Thai Chamber of Commerce,Thailand,Daily,0,0,1,2.0,2.0,0,0
779,Nola,Female,30,29,59,0.0,84,0,VP Product Management,MRIS,Guatemalan,Al Madinah International University,Malaysia,Monthly,0,0,0,3.0,15.0,0,0
780,Chrissie,Female,46,36,82,0.0,91,1,VP Sales,MPLS VPN,Eskimo,Institute of Management Development - Ohrid,Greece,0,0,0,0,4.0,0.0,0,0
781,Malanie,Female,35,42,77,1.0,98,1,Junior Executive,Online Marketing,Guamanian,Universidade Estadual do Ceará,Brazil,0,0,0,0,0.0,0.0,0,0
782,Ricky,Female,42,46,88,0.0,103,0,Safety Technician III,Ultiboard,Ute,Novosibirsk State Technical University,Russia,0,Never,0,0,5.0,12.0,1,0
783,Urban,Male,31,54,85,1.0,88,0,Chemical Engineer,HP Proliant,Seminole,Ubonratchathani University,Thailand,Once,0,0,1,14.0,0.0,0,0
784,Corrine,Female,26,32,58,0.0,107,0,Registered Nurse,Luxury Travel,Aleut,Universidad APEC,Dominican Republic,Once,0,0,0,8.0,12.0,0,0
785,Chiquia,Female,33,37,70,0.0,82,1,Statistician I,Electronics,Thai,South Carelian Polytechnic,Finland,Never,0,0,0,4.0,0.0,0,0
786,Modesta,Female,27,25,52,0.0,100,0,Assistant Media Planner,,Pakistani,,,0,Yearly,0,1,0.0,6.0,0,0
787,Glennie,Female,26,19,45,0.0,105,1,Biostatistician III,Nursing Management,Creek,Guangdong Peizheng College ,China,0,0,0,1,0.0,2.0,0,0
788,Andie,Female,18,42,60,0.0,94,1,Marketing Manager,Operating Systems,Native Hawaiian,Université Thierno Amadou Diallo,Guinea,0,Yearly,0,0,6.0,7.0,0,0
789,Fransisco,Male,41,23,64,0.0,91,1,Data Coordiator,BD+C,Argentinian,Syrian International Private University for Science & Technology,Syria,0,Seldom,0,0,10.0,11.0,0,0
790,Sherlocke,Male,33,48,81,0.0,99,1,,,Filipino,,,0,0,0,0,0.0,0.0,0,0
791,Mel,Female,33,14,47,1.0,78,1,Media Manager IV,NMS,Cambodian,University of Johannesburg,South Africa,0,Seldom,0,0,2.0,5.0,0,0
792,Wyn,Male,41,28,69,0.0,95,0,Account Representative III,DPM 2010,White,Instituto Superior Politécnico José Antonio Echeverría,Cuba,0,Weekly,0,1,0.0,8.0,0,0
793,Rodd,Male,24,15,39,0.0,105,0,Sales Representative,BJJ,Chilean,Zhejiang University of Technology,China,0,Daily,0,0,8.0,2.0,0,0
794,Albie,Male,29,15,44,0.0,83,0,Speech Pathologist,,Yakama,,,Often,0,0,0,6.0,2.0,0,0
795,Brendis,Male,34,2,36,1.0,89,1,General Manager,,South American,,,Once,0,1,0,0.0,4.0,0,0
796,Kathrine,Female,32,21,53,0.0,117,0,Sales Representative,AES,Pakistani,Ecole Nationale Supérieure des Mines de Nancy,France,0,Once,0,0,3.0,1.0,0,0
797,Kalil,Male,30,46,76,0.0,95,0,Community Outreach Specialist,CSPO,Costa Rican,Central Mindanao University,Philippines,0,Daily,0,0,3.0,3.0,0,0
798,Dyann,Female,35,46,81,0.0,111,1,Computer Systems Analyst I,Equipment Maintenance,Alaska Native,Shanghai Lida Polytechnic Institute,China,0,Daily,0,0,7.0,2.0,0,0
799,Dave,Male,39,11,50,0.0,109,0,Desktop Support Technician,Tutoring,Fijian,Qiongzhou University,China,Once,0,0,0,1.0,0.0,0,0
800,Albertina,Female,27,47,74,0.0,94,0,Senior Quality Engineer,Content Strategy,Cheyenne,Fundacion Escuela Colombiana de Rehabiliación,Colombia,0,0,0,0,0.0,0.0,0,0
801,Thomasina,Female,26,34,60,0.0,100,1,Pharmacist,,Peruvian,,,Once,Monthly,0,0,12.0,0.0,0,0
802,Roselle,Female,25,28,53,0.0,87,0,Senior Financial Analyst,,Osage,,,0,Daily,0,0,0.0,0.0,0,0
803,Joaquin,Male,19,36,55,1.0,114,1,Nuclear Power Engineer,IBM Tivoli,American Indian,Bauman Moscow State Technical University,Russia,Daily,Weekly,0,0,1.0,4.0,0,0
804,Lora,Female,37,27,64,0.0,98,0,Design Engineer,NDDS,Sri Lankan,Academy of Sports and Physical Training,Albania,0,Often,0,0,2.0,3.0,0,0
805,Stafford,Male,30,29,59,0.0,93,1,Research Nurse,CGI scripts,Cree,Brno University of Technology,Czech Republic,0,0,0,0,3.0,9.0,0,0
806,Pollyanna,Female,22,11,33,0.0,114,1,,LTO,American Indian,Lillehammer University College,Norway,Once,0,0,0,0.0,6.0,0,0
807,Christoforo,Male,44,12,56,0.0,91,1,Information Systems Manager,Cfengine,Tohono O'Odham,Xi'an Academy of Fine Art,China,0,0,0,0,0.0,0.0,0,0
808,Cheri,Female,29,37,66,0.0,110,1,,CP,Guatemalan,Chongqing Normal University,China,0,Seldom,0,0,7.0,9.0,0,0
809,Wynne,Female,19,21,40,0.0,88,0,Payment Adjustment Coordinator,,Chilean,,,0,Weekly,0,0,0.0,9.0,0,0
810,Emelina,Female,33,50,83,0.0,102,0,Staff Scientist,LSP,Sioux,Universidad Juárez Autónoma de Tabasco,Mexico,0,Never,0,0,0.0,0.0,0,0
811,Carlie,Male,11,22,33,0.0,83,1,Research Associate,Integration,Cherokee,Universitas Bojonegoro,Indonesia,0,0,0,0,1.0,0.0,0,0
